Winner,B_current_lose_streak,B_current_win_streak,B_longest_win_streak,B_losses,B_total_rounds_fought,B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO_TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Height_cms,B_Reach_cms,B_Weight_lbs,B_age,B_Stance_Open_Stance,B_Stance_Orthodox,B_Stance_Southpaw,B_Stance_Switch,R_current_lose_streak,R_current_win_streak,R_longest_win_streak,R_losses,R_total_rounds_fought,R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO_TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Height_cms,R_Reach_cms,R_Weight_lbs,R_age,R_Stance_Open_Stance,R_Stance_Orthodox,R_Stance_Southpaw,R_Stance_Switch
Red,0.0,3.0,3.0,6.0,36.0,1.0,0.0,0.0,4.0,2.0,2.0,0.0,8.0,193.04,198.12,205.0,35.0,0,1,0,0,0.0,15.0,15.0,0.0,34.0,11.0,0.0,0.0,2.0,10.0,3.0,0.0,15.0,187.96,195.58,185.0,37.0,0,0,1,0
Red,2.0,0.0,1.0,2.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,193.04,193.04,242.0,28.0,0,1,0,0,1.0,0.0,2.0,3.0,14.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,4.0,190.5,195.58,240.0,36.0,0,1,0,0
Red,2.0,0.0,1.0,2.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,185.42,190.5,205.0,32.0,0,1,0,0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,187.96,193.04,205.0,32.0,0,1,0,0
Red,0.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,182.88,187.96,170.0,28.0,0,1,0,0,2.0,0.0,8.0,3.0,44.0,1.0,0.0,1.0,8.0,1.0,3.0,0.0,13.0,182.88,193.04,170.0,34.0,0,1,0,0
Red,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.88,187.96,205.0,25.0,0,0,1,0,2.0,0.0,5.0,2.0,18.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,5.0,187.96,200.66,205.0,28.0,0,1,0,0
Red,0.0,1.0,6.0,3.0,28.0,0.0,0.0,2.0,3.0,1.0,1.0,0.0,7.0,175.26,180.34,170.0,28.0,0,0,1,0,0.0,1.0,5.0,4.0,33.0,1.0,0.0,0.0,4.0,1.0,5.0,0.0,10.0,185.42,182.88,170.0,34.0,0,0,1,0
Red,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,172.72,170.18,145.0,26.0,0,1,0,0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,170.18,177.8,145.0,28.0,0,1,0,0
Red,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,175.26,177.8,155.0,34.0,0,0,1,0,1.0,0.0,3.0,6.0,39.0,0.0,0.0,2.0,4.0,1.0,3.0,0.0,10.0,177.8,180.34,155.0,29.0,0,0,1,0
Red,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.18,174.2927874838826,145.0,23.0,0,1,0,0,1.0,0.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,170.18,172.72,145.0,25.0,0,1,0,0
Red,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.18,180.34,155.0,25.0,0,1,0,0,1.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.88,182.88,170.0,30.0,0,1,0,0
Blue,0.0,2.0,2.0,2.0,16.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,187.96,193.04,185.0,25.0,0,1,0,0,1.0,0.0,3.0,4.0,11.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,4.0,187.96,195.58,185.0,31.0,0,0,1,0
Red,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,180.34,182.88,155.0,34.0,0,1,0,0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.26,182.88,155.0,34.0,0,1,0,0
Blue,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193.04,203.2,264.0,33.0,0,1,0,0,0.0,3.0,3.0,1.0,9.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,4.0,198.12,200.66,255.0,30.0,0,1,0,0
Red,2.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.88,190.5,170.0,36.0,0,1,0,0,1.0,0.0,6.0,2.0,18.0,0.0,0.0,1.0,1.0,3.0,0.0,1.0,6.0,175.26,180.34,170.0,27.0,0,1,0,0
Red,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.1,170.18,125.0,27.0,0,1,0,0,0.0,2.0,2.0,0.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,160.02,167.64,135.0,28.0,0,1,0,0
Blue,1.0,0.0,1.0,2.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,177.8,177.8,155.0,29.0,0,1,0,0,1.0,0.0,2.0,7.0,29.0,0.0,0.0,0.0,2.0,0.0,3.0,1.0,6.0,180.34,182.88,170.0,29.0,0,1,0,0
Red,0.0,3.0,3.0,1.0,13.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,4.0,175.26,180.34,155.0,33.0,0,1,0,0,0.0,2.0,2.0,2.0,11.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,177.8,185.42,145.0,26.0,0,0,1,0
Blue,0.0,1.0,3.0,3.0,26.0,0.0,0.0,1.0,3.0,1.0,1.0,0.0,6.0,172.72,177.8,170.0,32.0,0,1,0,0,0.0,1.0,3.0,3.0,26.0,0.0,0.0,1.0,4.0,2.0,0.0,0.0,7.0,182.88,185.42,170.0,38.0,0,1,0,0
Red,1.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,180.34,182.88,155.0,31.0,0,0,0,1,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.26,177.8,155.0,30.0,0,0,1,0
Red,0.0,1.0,1.0,3.0,12.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,177.8,182.88,155.0,33.0,0,1,0,0,1.0,0.0,5.0,3.0,20.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,5.0,175.26,180.34,155.0,32.0,0,0,1,0
Blue,1.0,0.0,1.0,2.0,12.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,167.64,170.18,145.0,29.0,0,1,0,0,1.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,175.26,177.8,145.0,29.0,0,1,0,0
Red,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.56,162.56,125.0,29.0,0,1,0,0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,167.64,162.56,125.0,32.0,0,1,0,0
Red,0.0,3.0,3.0,0.0,6.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,193.04,203.2,240.0,30.0,0,1,0,0,0.0,3.0,3.0,3.0,17.0,0.0,1.0,0.0,0.0,3.0,4.0,0.0,8.0,210.82,213.36,265.0,24.0,0,1,0,0
Red,0.0,1.0,2.0,3.0,22.0,1.0,0.0,1.0,3.0,1.0,1.0,0.0,6.0,177.8,187.96,170.0,32.0,0,1,0,0,0.0,1.0,4.0,4.0,23.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,5.0,182.88,187.96,170.0,30.0,0,1,0,0
Red,0.0,3.0,3.0,1.0,10.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,170.18,172.72,135.0,33.0,0,1,0,0,0.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,167.64,172.72,135.0,34.0,0,1,0,0
Blue,0.0,1.0,4.0,4.0,28.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,8.0,177.8,172.72,155.0,29.0,0,1,0,0,0.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,182.88,185.42,155.0,24.0,0,1,0,0
Red,0.0,2.0,2.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,175.26,175.26,155.0,29.0,0,0,1,0,0.0,2.0,4.0,1.0,19.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,6.0,185.42,190.5,170.0,25.0,0,1,0,0
Red,2.0,0.0,2.0,4.0,14.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,4.0,177.8,177.8,170.0,34.0,0,1,0,0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,185.42,193.04,170.0,30.0,0,1,0,0
Blue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.42,200.66,205.0,32.0,0,1,0,0,2.0,0.0,4.0,3.0,17.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,4.0,193.04,193.04,205.0,30.0,0,1,0,0
Blue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.72,172.72,145.0,30.0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.72,175.26,145.0,23.0,0,1,0,0
Blue,0.0,1.0,2.0,1.0,10.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,185.42,187.96,185.0,24.0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.42,185.42,185.0,30.0,0,1,0,0
Blue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.34,182.88,170.0,24.0,0,0,0,1,2.0,0.0,2.0,5.0,15.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,4.0,185.42,190.5,170.0,30.0,0,1,0,0
Blue,1.0,0.0,1.0,1.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,172.72,180.34,145.0,26.0,0,1,0,0,0.0,1.0,1.0,2.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,175.26,185.42,145.0,26.0,0,1,0,0
Red,0.0,2.0,3.0,5.0,21.0,4.0,0.0,0.0,0.0,7.0,2.0,1.0,10.0,182.88,187.96,185.0,35.0,0,0,1,0,0.0,7.0,7.0,1.0,27.0,4.0,0.0,0.0,3.0,3.0,4.0,0.0,10.0,193.04,213.36,205.0,25.0,0,1,0,0
Blue,0.0,1.0,2.0,2.0,17.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,160.02,167.64,125.0,26.0,0,1,0,0,0.0,3.0,3.0,0.0,8.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,162.56,165.1,125.0,28.0,0,0,1,0
Red,0.0,1.0,3.0,3.0,19.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,6.0,185.42,187.96,205.0,31.0,0,1,0,0,1.0,0.0,4.0,4.0,37.0,1.0,0.0,1.0,3.0,8.0,0.0,0.0,12.0,185.42,190.5,185.0,33.0,0,1,0,0
Red,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.34,177.8,205.0,33.0,0,1,0,0,2.0,0.0,5.0,4.0,28.0,0.0,1.0,0.0,2.0,5.0,0.0,0.0,9.0,185.42,193.04,205.0,35.0,0,1,0,0
Red,0.0,2.0,2.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,177.8,187.96,155.0,22.0,0,1,0,0,0.0,2.0,2.0,1.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,172.72,177.8,145.0,28.0,0,1,0,0
Blue,2.0,0.0,0.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.5,200.66,205.0,28.0,0,1,0,0,0.0,3.0,3.0,3.0,15.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,4.0,182.88,193.04,205.0,33.0,0,1,0,0
Red,0.0,2.0,4.0,2.0,19.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,6.0,177.8,177.8,155.0,30.0,0,0,1,0,0.0,2.0,2.0,3.0,22.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,5.0,177.8,182.88,155.0,28.0,0,1,0,0
Red,1.0,0.0,1.0,1.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,180.34,185.42,170.0,24.0,0,0,1,0,0.0,1.0,1.0,2.0,10.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,182.88,193.04,170.0,36.0,0,0,1,0
Blue,0.0,2.0,2.0,0.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,162.56,180.34,135.0,27.0,0,0,1,0,0.0,2.0,2.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,175.26,180.34,145.0,25.0,0,0,1,0
Red,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,185.42,200.66,170.0,28.0,0,1,0,0,0.0,3.0,3.0,1.0,10.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,190.5,187.96,170.0,30.0,0,1,0,0
Red,2.0,0.0,1.0,2.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,180.34,175.26,135.0,28.0,0,1,0,0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.1,165.1,135.0,27.0,0,0,1,0
Red,1.0,0.0,2.0,3.0,16.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,177.8,182.88,155.0,31.0,0,1,0,0,2.0,0.0,3.0,2.0,9.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,185.42,193.04,170.0,32.0,0,0,1,0
Red,1.0,0.0,5.0,3.0,42.0,5.0,0.0,0.0,6.0,2.0,1.0,0.0,9.0,167.64,172.72,145.0,30.0,0,1,0,0,0.0,4.0,4.0,0.0,14.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,175.26,177.8,170.0,28.0,0,0,1,0
Red,0.0,1.0,5.0,6.0,28.0,0.0,0.0,2.0,2.0,6.0,0.0,1.0,11.0,175.26,172.72,155.0,29.0,0,1,0,0,0.0,1.0,4.0,1.0,13.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,5.0,185.42,185.42,155.0,29.0,0,1,0,0
Red,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,187.96,193.01802273164884,185.0,29.0,0,1,0,0,2.0,0.0,4.0,4.0,39.0,1.0,0.0,1.0,5.0,3.0,0.0,1.0,10.0,187.96,190.5,170.0,31.0,0,0,1,0
Blue,0.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,180.34,175.26,155.0,20.0,0,1,0,0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,172.72,170.18,145.0,22.0,0,1,0,0
Red,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.26,182.88,145.0,26.0,0,0,1,0,0.0,1.0,1.0,1.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,167.64,167.64,155.0,25.0,0,1,0,0
Blue,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.88,185.42,185.0,23.0,0,1,0,0,1.0,0.0,1.0,3.0,10.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,190.5,190.5,185.0,30.0,0,1,0,0
Blue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.64,167.64,125.0,27.0,0,1,0,0,1.0,0.0,1.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,175.26,187.96,135.0,25.0,0,1,0,0
Red,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.18,174.2927874838826,145.0,36.0,0,0,1,0,3.0,0.0,4.0,4.0,25.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,5.0,172.72,172.72,155.0,27.0,0,1,0,0
Red,0.0,1.0,4.0,6.0,30.0,0.0,0.0,0.0,3.0,4.0,1.0,0.0,8.0,190.5,193.04,230.0,34.0,0,1,0,0,1.0,0.0,2.0,4.0,22.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,185.42,193.04,205.0,30.0,0,1,0,0
Red,0.0,2.0,5.0,2.0,20.0,1.0,0.0,0.0,4.0,3.0,0.0,0.0,7.0,187.96,187.96,205.0,29.0,0,1,0,0,1.0,0.0,8.0,3.0,30.0,4.0,0.0,0.0,5.0,3.0,1.0,0.0,9.0,185.42,187.96,185.0,34.0,0,0,1,0
Red,0.0,2.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,172.72,182.88,155.0,27.0,0,1,0,0,1.0,0.0,3.0,4.0,19.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,8.0,177.8,180.34,155.0,28.0,0,1,0,0
Red,1.0,0.0,2.0,4.0,13.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,4.0,185.42,190.5,170.0,30.0,0,1,0,0,2.0,0.0,5.0,3.0,24.0,0.0,1.0,0.0,2.0,4.0,2.0,0.0,9.0,185.42,195.58,170.0,33.0,0,1,0,0
Blue,1.0,0.0,1.0,3.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,167.64,177.8,135.0,29.0,0,1,0,0,1.0,0.0,2.0,4.0,22.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,7.0,185.42,187.96,145.0,28.0,0,1,0,0
Blue,1.0,0.0,1.0,1.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,167.64,170.18,135.0,27.0,0,1,0,0,2.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.34,187.96,145.0,23.0,0,1,0,0
Red,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.42,190.5,242.0,32.0,0,1,0,0,1.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,195.58,208.28,250.0,26.0,0,1,0,0
Red,1.0,0.0,1.0,5.0,18.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,167.64,172.72,145.0,36.0,0,1,0,0,4.0,0.0,2.0,5.0,14.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,165.1,170.18,135.0,31.0,0,1,0,0
Red,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.64,167.64,125.0,29.0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.64,167.64,125.0,28.0,0,1,0,0
Blue,0.0,3.0,3.0,0.0,7.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,3.0,167.64,177.8,135.0,25.0,0,1,0,0,0.0,1.0,1.0,1.0,10.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,167.64,170.18,135.0,33.0,0,1,0,0
Blue,0.0,3.0,3.0,3.0,21.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,6.0,182.88,187.96,185.0,31.0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.26,180.34,185.0,34.0,0,0,1,0
Red,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,182.88,190.5,260.0,27.0,0,0,1,0,1.0,0.0,3.0,6.0,33.0,0.0,1.0,0.0,2.0,6.0,0.0,1.0,10.0,193.04,208.28,240.0,37.0,0,1,0,0
Blue,0.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,185.42,185.42,170.0,28.0,0,1,0,0,0.0,4.0,4.0,0.0,10.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,4.0,182.88,185.42,170.0,31.0,0,0,1,0
Blue,1.0,0.0,2.0,1.0,9.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,182.88,187.96,185.0,33.0,0,0,1,0,1.0,0.0,3.0,1.0,11.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,180.34,190.5,170.0,27.0,0,1,0,0
Blue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.42,185.42,205.0,30.0,0,1,0,0,0.0,3.0,3.0,3.0,10.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,190.5,190.5,205.0,39.0,0,1,0,0
Red,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.1,165.1,135.0,27.0,0,0,1,0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,172.72,172.72,135.0,27.0,0,1,0,0
Red,1.0,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,170.18,175.26,145.0,26.0,0,1,0,0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.26,172.72,145.0,33.0,0,1,0,0
Blue,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.72,182.88,155.0,28.0,0,1,0,0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.8,185.42,155.0,26.0,0,1,0,0
Blue,0.0,4.0,4.0,0.0,8.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,4.0,187.96,198.12,185.0,28.0,0,1,0,0,0.0,4.0,4.0,2.0,19.0,0.0,0.0,1.0,2.0,4.0,0.0,0.0,7.0,182.88,182.88,185.0,34.0,0,1,0,0
Red,2.0,0.0,2.0,4.0,18.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,185.42,190.5,185.0,30.0,0,1,0,0,0.0,2.0,2.0,1.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,187.96,190.5,185.0,30.0,0,1,0,0
Red,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.8,187.96,170.0,28.0,0,1,0,0,1.0,0.0,3.0,3.0,23.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,6.0,182.88,185.42,170.0,37.0,0,1,0,0
Blue,0.0,2.0,2.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,190.5,198.12,205.0,30.0,0,1,0,0,0.0,1.0,1.0,2.0,9.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,182.88,190.5,185.0,27.0,0,1,0,0
Red,0.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,167.64,167.64,125.0,29.0,0,1,0,0,0.0,1.0,1.0,1.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,167.64,170.18,125.0,26.0,0,1,0,0
Red,0.0,1.0,1.0,2.0,12.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,185.42,190.5,155.0,32.0,0,1,0,0,0.0,1.0,3.0,4.0,22.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,5.0,172.72,177.8,170.0,27.0,0,0,1,0
Blue,1.0,0.0,1.0,3.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,177.8,185.42,145.0,24.0,0,0,1,0,2.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.64,167.64,135.0,29.0,0,1,0,0
Red,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.1,167.64,125.0,24.0,0,1,0,0,0.0,2.0,2.0,1.0,12.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0,160.02,160.02,125.0,31.0,0,0,1,0
Blue,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,185.42,193.04,170.0,26.0,0,1,0,0,0.0,2.0,2.0,2.0,12.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,182.88,193.04,185.0,29.0,0,1,0,0
Red,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.42,190.34298912482507,170.0,31.0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.88,185.42,185.0,29.0,0,1,0,0
Red,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,165.1,160.02,135.0,28.0,0,1,0,0,0.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,165.1,167.64,135.0,29.0,0,1,0,0
Red,0.0,2.0,3.0,4.0,27.0,1.0,0.0,0.0,5.0,0.0,1.0,0.0,6.0,185.42,187.96,205.0,35.0,0,0,1,0,0.0,14.0,14.0,0.0,32.0,10.0,0.0,0.0,2.0,9.0,3.0,0.0,14.0,187.96,195.58,185.0,37.0,0,0,1,0
Red,2.0,0.0,6.0,11.0,62.0,10.0,0.0,2.0,3.0,7.0,2.0,1.0,15.0,190.5,187.96,205.0,37.0,0,1,0,0,1.0,0.0,3.0,5.0,34.0,3.0,0.0,1.0,5.0,1.0,2.0,0.0,9.0,190.5,195.58,205.0,33.0,0,1,0,0
Red,3.0,0.0,4.0,7.0,26.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,4.0,180.34,180.34,170.0,32.0,0,1,0,0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.26,175.26,185.0,40.0,0,0,1,0
Blue,1.0,0.0,5.0,4.0,32.0,1.0,0.0,0.0,4.0,0.0,5.0,0.0,9.0,185.42,182.88,170.0,34.0,0,0,1,0,0.0,1.0,3.0,2.0,22.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,6.0,187.96,193.04,170.0,30.0,0,0,1,0
Red,0.0,1.0,1.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,182.88,182.88,155.0,24.0,0,0,0,1,1.0,0.0,2.0,1.0,7.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,167.64,167.64,145.0,27.0,0,1,0,0
